Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,correo de programador,correo de planeador,imagen_observacion,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador
LINEA DE ENVASADO FAMILIAR Y PRB,900234,PROCESADOR DE BEBIDA,13340322,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado unidad de mantenimiento neumatica,si,CUMPLE,"13/5/2024, 20:13:12","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,900234,PROCESADOR DE BEBIDA,13340322,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado Instrumentos de medidas,si,CUMPLE,"13/5/2024, 20:13:27","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,900234,PROCESADOR DE BEBIDA,13340322,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado de electroválvulas,si,CUMPLE,"13/5/2024, 20:13:34","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,900234,PROCESADOR DE BEBIDA,13340322,INSPECCION SEMANAL PROCESADOR DE BEBIDA,"Estado de válvulas neumáticas (proporcionales, de compuerta, diafragma)",si,CUMPLE,"13/5/2024, 20:13:46","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,900234,PROCESADOR DE BEBIDA,13340322,INSPECCION SEMANAL PROCESADOR DE BEBIDA,"Estado de tableros eléctricos de mando, control y potencia",si,CUMPLE,"13/5/2024, 20:13:58","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,900234,PROCESADOR DE BEBIDA,13340322,INSPECCION SEMANAL PROCESADOR DE BEBIDA,"Estado de tuberías, tanques y empaquetaduras",si,CUMPLE,"13/5/2024, 20:14:09","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,900234,PROCESADOR DE BEBIDA,13340322,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado pintura intercambiador de placas,si,CUMPLE,"13/5/2024, 20:14:18","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,900234,PROCESADOR DE BEBIDA,13340322,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado sistema de refrigeración,si,CUMPLE,"13/5/2024, 20:14:32","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,900234,PROCESADOR DE BEBIDA,13340322,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado de sensores,si,CUMPLE,"13/5/2024, 20:14:40","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,900234,PROCESADOR DE BEBIDA,13340322,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado y limpieza de extractor y/o climatizador tablero eléctrico,si,CUMPLE,"13/5/2024, 20:14:55","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,"Fugas (aire, agua, co2, jarabe)",si,CUMPLE,"13/5/2024, 19:54:35","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado sistema de enfriamiento bomba vacio,si,CUMPLE,"13/5/2024, 19:54:45","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado mangueras,si,CUMPLE,"13/5/2024, 19:55:35","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado de motobombas,si,CUMPLE,"13/5/2024, 19:55:56","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado unidad de mantenimiento neumatica,si,CUMPLE,"13/5/2024, 19:56:09","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado Instrumentos de medidas,si,CUMPLE,"13/5/2024, 19:56:30","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado de electroválvulas,si,CUMPLE,"13/5/2024, 19:56:55","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,"Estado de válvulas neumáticas (proporcionales, de compuerta, diafragma)",si,CUMPLE,"13/5/2024, 19:57:07","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,"Estado de tableros eléctricos de mando, control y potencia",si,CUMPLE,"13/5/2024, 19:57:17","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,"Estado de tuberías, tanques y empaquetaduras",si,CUMPLE,"13/5/2024, 19:57:27","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado pintura intercambiador de placas,si,CUMPLE,"13/5/2024, 19:57:45","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado sistema de refrigeración,si,CUMPLE,"13/5/2024, 19:57:53","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado de sensores,si,CUMPLE,"13/5/2024, 19:58:10","0,0071428571",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,900235,PROCESADOR DE BEBIDA,13340336,INSPECCION SEMANAL PROCESADOR DE BEBIDA,Estado y limpieza de extractor y/o climatizador tablero eléctrico,si,CUMPLE,"13/5/2024, 19:58:21","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,"Chequeo  Botonera, cable y control remoto",si,CUMPLE,"17/5/2024, 23:46:04","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,"Insp. Funciones Traslacion,subri y bajar",si,CUMPLE,"17/5/2024, 23:46:34","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,Chequeo Limitadores,si,CUMPLE,"17/5/2024, 23:47:06","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,Chequeo frenado,si,CUMPLE,"17/5/2024, 23:47:24","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,CHEQUEO SIST SEGURIDAD-STOP SIRENAS,si,CUMPLE,"17/5/2024, 23:47:54","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,Revision dobles Velocidades,si,CUMPLE,"17/5/2024, 23:48:15","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,Chequeo de accesorios,si,CUMPLE,"17/5/2024, 23:48:37","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,Revision Golpes y deformaciones,si,CUMPLE,"17/5/2024, 23:48:59","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,VERIFICAR ESTADO PIEZAS TANQUES (QUE LAS PIEZAS ESTEN COMPLETAS Y EN BUEN ESTADO),si,CUMPLE,"17/5/2024, 23:49:26","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,Revision de Fugas-Ruidos,si,CUMPLE,"17/5/2024, 23:49:44","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PREPARACION JARABE SIMPLE,69963461,PUENTE GRUA BOLSAS AZUCAR,13340498,INSPECCION SEMANAL Puente Grua,Revision lubricacion diferencial,si,CUMPLE,"17/5/2024, 23:50:04","0,0090909091",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70965308,FILTRO PURIFICADOR(CARBON),13340538,INSPECCION SEMANAL PURIFICADOR(CARBON)#2,PLAN MTTO MEC FILTRO PURIFICADOR(CARB #2,,,,"0,1",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70965309,FILTRO PURIFICADOR(CARBON),13340539,INSPECCION SEMANAL PURIFICADOR(CARBON)#3,PLAN MTTO MEC FILTRO PURIFICADOR(CARB #3,,,,"0,1",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70965310,FILTRO PURIFICADOR(CARBON),13340540,INSPECCION SEMANAL PURIFICADOR(CARBON)#4,PLAN MTTO MEC FILTRO PURIFICADOR(CARB #4,,,,"0,1",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70965311,FILTRO PURIFICADOR(CARBON),13340541,INSPECCION SEMANAL PURIFICADOR(CARBON)#5,PLAN MTTO MEC FILTRO PURIFICADOR(CARB #5,,,,"0,1",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70965314,FILTRO PURIFICADOR(CARBON),13340542,INSPECCION SEMANAL PURIFICADOR(CARBON)#6,PLAN MTTO MEC FILTRO PURIFICADOR(CARB #6,,,,"0,1",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70965315,FILTRO PURIFICADOR(CARBON),13340543,INSPECCION SEMANAL PURIFICADOR(CARBON)#7,PLAN MTTO MEC FILTRO PURIFICADOR(CARB #7,,,,"0,1",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,749636,REDES ELECTRICAS,13340697,INSPECCION SEMANAL REDES ELECTRICAS,PLAN MTTO MTTO ELE REDES ELECTRIC 749636,si,CUMPLE,"16/5/2024, 22:10:21","0,1",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689634,REDES HIDRAULICAS Y NEUMATICAS,13340698,INSPECCION SEMANAL REDES HIDRAULICAS Y N,"ESCAPES DE: AIRE,AGUA,VAPOR,CO2",si,CUMPLE,"13/5/2024, 6:41:41","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689634,REDES HIDRAULICAS Y NEUMATICAS,13340698,INSPECCION SEMANAL REDES HIDRAULICAS Y N,"ESCAPES DE: SODA,CONDENSADO",si,CUMPLE,"13/5/2024, 6:42:03","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689634,REDES HIDRAULICAS Y NEUMATICAS,13340698,INSPECCION SEMANAL REDES HIDRAULICAS Y N,"ESCAPES: JARABE SIMPLE, TERMINADO",si,CUMPLE,"13/5/2024, 6:42:21","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689634,REDES HIDRAULICAS Y NEUMATICAS,13340698,INSPECCION SEMANAL REDES HIDRAULICAS Y N,ESTADO DE TUBERIAS,si,CUMPLE,"13/5/2024, 6:42:45","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689634,REDES HIDRAULICAS Y NEUMATICAS,13340698,INSPECCION SEMANAL REDES HIDRAULICAS Y N,ESTADO VALVULAS,si,CUMPLE,"13/5/2024, 6:43:06","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689634,REDES HIDRAULICAS Y NEUMATICAS,13340698,INSPECCION SEMANAL REDES HIDRAULICAS Y N,ESTADO AISLAMIENTO,si,CUMPLE,"13/5/2024, 6:43:22","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689634,REDES HIDRAULICAS Y NEUMATICAS,13340698,INSPECCION SEMANAL REDES HIDRAULICAS Y N,ESTADO PINTURA,si,CUMPLE,"13/5/2024, 6:43:37","0,0142857143",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70948933,COMPRESOR AIRE RETROLAVADO FILTROS,13340526,INSPECCION SEMANAL RETROLAVADO FILTROS,PLAN MTTO COMPRESOR AIRE RETROL 70948933,si,CUMPLE,"7/5/2024, 0:04:40","0,1",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70948934,COMPRESOR AIRE RETROLAVADO FILTROS,13340527,INSPECCION SEMANAL RETROLAVADO FILTROS,PLAN MTTO COMPRESOR AIRE RETROL 70948934,si,CUMPLE,"7/5/2024, 0:04:48","0,1",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70948932,COMPRESOR AIRE RETROLAVADO FILTROS,13340525,INSPECCION SEMANAL RETROLAVADO FILTROS,PLAN MTTO COMPRESOR AIRE RETROL 70948932,si,CUMPLE,"7/5/2024, 0:04:55","0,1",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,VERIFICAR PRESIONES INTERNA-EXTERNA,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,INSP FUGA FLUIDOS,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,INSP FUNC SENSORES NIVEL,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,INSP FUNC SOPLADORES,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,INSP FUNC TRANSPORTADOR INTERNO,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,FUNC SISTEMA NEUMATICO(CILINDROS),,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,ESTADO CADENAS,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,FUNC BOQUILLAS LAVADO,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,INSP BALISA Y SENSOR INDUCTIVO,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,ESTADO TABLERO ELECTRICO,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,ESTADO GRAL ESTRUCTURA,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,FRENO ENTRADA BOTELLON,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,VOLTEADOR BOTELLON ENTRADA,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,VOLTEADOR BOTELLON SALIDA,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,VERIFICAR ESTADO INSTRUMENTACION,,,,"0,00625",,,,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71001903,RINSE DE GARRAFAS,13340437,INSPECCION SEMANAL RINSE DE GARRAFAS,"INS, FUNC Y ESTADO DE BOMBA PRESIÓN BOQUILLAS ",,,,"0,00625",,,,,,,
LINEA PET CSD - LINEA 10,820303,SALA LIMPIA,13340476,INSPECCION SEMANAL Sala Limpia,PLAN MTTO MEC SALA LIMPIA CSD,si,CUMPLE,"10/5/2024, 15:08:21","0,1",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,900236,SECADOR AIRE 1,13340699,INSPECCION SEMANAL SECADOR AIRE 1,PLAN MTTO MTTO MEC SECADOR AIRE 1 900236,si,CUMPLE,"10/5/2024, 8:57:52","0,1",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,900237,SECADOR AIRE 2,13340700,INSPECCION SEMANAL SECADOR AIRE 2,PLAN MTTO MEC SECADOR AIRE 2 900237,si,CUMPLE,"10/5/2024, 8:57:58","0,1",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,820162,SECADOR REFRIGERATIVO,13340564,INSPECCION SEMANAL SECADOR KAESER,PLAN MTTO SECADOR KAESER,,,,"0,1",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,820138,SECADORA BOTELLAS,13340460,INSPECCION SEMANAL SECADORA BOTELLAS,ESTADO CUERPO PRINCIPAL,si,CUMPLE,"16/5/2024, 10:30:58","0,0142857143",.,.,CUMPLE,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,820138,SECADORA BOTELLAS,13340460,INSPECCION SEMANAL SECADORA BOTELLAS,INSP. TABLERO ELECTRICO/CLIMATIZADOR,si,CUMPLE,"16/5/2024, 10:31:20","0,0142857143",.,.,CUMPLE,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,820138,SECADORA BOTELLAS,13340460,INSPECCION SEMANAL SECADORA BOTELLAS,ESTADO DE GUIAS,si,CUMPLE,"16/5/2024, 10:31:35","0,0142857143",.,.,CUMPLE,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,820138,SECADORA BOTELLAS,13340460,INSPECCION SEMANAL SECADORA BOTELLAS,INSP. SISTEMA DE MEDICION,si,CUMPLE,"16/5/2024, 10:32:00","0,0142857143",.,.,CUMPLE,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,820138,SECADORA BOTELLAS,13340460,INSPECCION SEMANAL SECADORA BOTELLAS,INSP. BOMBAS DE VACIO,si,,,"0,0142857143",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,820138,SECADORA BOTELLAS,13340460,INSPECCION SEMANAL SECADORA BOTELLAS,ESTADO DE MANGUERAS,si,CUMPLE,"16/5/2024, 10:42:06","0,0142857143",.,.,CUMPLE,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,820138,SECADORA BOTELLAS,13340460,INSPECCION SEMANAL SECADORA BOTELLAS,INSP. DE BOQUILLAS,si,CUMPLE,"16/5/2024, 10:42:57","0,0142857143",.,.,CUMPLE,,,,
BOMBAS DE SERVICIO PROCESO,70948910,BOMBA AGUA SERVICIOS PRODUCCION,13340643,INSPECCION SEMANAL SERV PRODUCCION,PLAN MTTO MEC  BOMBA SERV PROD 70948910,,,,"0,1",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948909,BOMBA AGUA SERVICIOS PRODUCCION,13340642,INSPECCION SEMANAL SERV PRODUCCION,PLAN MTTO MEC  BOMBA SERV PROD 70948909,,,,"0,1",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948911,BOMBA AGUA SERVICIOS PRODUCCION,13340644,INSPECCION SEMANAL SERV PRODUCCION,PLAN MTTO MEC  BOMBA SERV PROD 70948911,,,,"0,05",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948911,BOMBA AGUA SERVICIOS PRODUCCION,13340644,INSPECCION SEMANAL SERV PRODUCCION,PLAN MTTO ELE  BOMBA SERV PROD 70948911,,,,"0,05",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948912,BOMBA AGUA SERVICIOS EDIFICIOS ADMINIS,13340639,INSPECCION SEMANAL SERVICIOS EDIF ADMI,PLAN MTTO MEC BOMBA SERV EDI 70948912,,,,"0,1",,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO,71020701,SISTEMA BOMBEO RIO CAUCA,13340562,INSPECCION SEMANAL SISTEMA BOMBEO RIO CA,PLAN MTTO ELE SISTEMA BOMBEO RIO CAUCA,si,CUMPLE,"14/5/2024, 7:01:56","0,1",.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,900242,SISTEMA CIP,13340417,INSPECCION SEMANAL SISTEMA CIP,MTTO ELEC-MEC TETRALCIP BOTELLON 900242,,,,"0,1",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,90030304,SISTEMA INYECCIÓN DE NITRÓGENO,13340459,INSPECCION SEMANAL SISTEMA INYECCION NIT,PLAN MTTO MEC INYECCIÓN NITR 90030304,,,,"0,02",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948931,SOPLADOR TANQUES,13340648,INSPECCION SEMANAL SOPLADOR TANQUES,PLAN MTTO SOPLADOR TANQUES 70948931,,,,"0,1",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,700037,SUAVIZADOR,13340547,INSPECCION SEMANAL SUAVIZADOR,PLAN MTTO MEC SUAVIZADOR,si,CUMPLE,"13/5/2024, 6:37:23","0,1",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,700036,SUAVIZADOR,13340546,INSPECCION SEMANAL SUAVIZADOR,PLAN DE MTTO MEC. SUAVIZADOR 700036,si,CUMPLE,"13/5/2024, 6:37:40","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,740009,SUBESTACION PRINCIPAL 34.5 KV A 13.2 KV,13340384,INSPECCION SEMANAL SUBESTACION PRINCIPAL,PLAN MTTO SUBESTACION PRINCIPAL 34.5 KV,si,CUMPLE,"16/5/2024, 22:16:31","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,740010,SUBESTACION PRODUCCION 13.2 KV A 440 V,13340385,INSPECCION SEMANAL SUBESTACION PRODUCCIO,PLAN MTTO SUBESTACION PRODUCCION 13.2 KV,si,CUMPLE,"16/5/2024, 22:16:36","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928616,TABL. OPTIMIZACION ENERGIA,13340661,INSPECCION SEMANAL TABL. OPTIMIZACION EN,PLAN MTTO CELDA BAJA TDP-3 74928616,si,CUMPLE,"16/5/2024, 22:16:41","0,1",.,.,CUMPLE,,,,
TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20702701,TALLER HERRAMIENTAS,13340520,INSPECCION SEMANAL TALLER HERRAMIENTAS,PLAN DE MTTO MEC TALLER HERRAMIENTAS,si,CUMPLE,"6/5/2024, 21:31:19","0,1",.,.,CUMPLE,,,,
TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20702801,TALLER HERRAMIENTAS JUGOS,13340521,INSPECCION SEMANAL TALLER HERRAMIENTAS J,PLAN MTTO MEC TALLER HERR JUGOS,si,CUMPLE,"6/5/2024, 21:31:29","0,1",.,.,CUMPLE,,,,
TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207028,TALLER INDUSTRIAL MANTENIMIENTO JUGOS,13340522,INSPECCION SEMANAL TALLER INDUS MTTO JUG,PLAN MTTO MEC TALLER IND MTTO JUGOS,si,CUMPLE,"6/5/2024, 21:31:37","0,1",.,.,CUMPLE,,,,
TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207027,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,13340523,INSPECCION SEMANAL TALLER INDUS MTTO PLA,PLAN MTTO MEC TALLER IND MTTO PLANTA,si,CUMPLE,"6/5/2024, 21:31:42","0,1",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,65937001,TANQUE  DIARIO AGUA CALDERAS,13340701,INSPECCION SEMANAL TANQUE  DIARIO AGUA C,ESTADO TANQUES ,,,,"0,0125",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,65937001,TANQUE  DIARIO AGUA CALDERAS,13340701,INSPECCION SEMANAL TANQUE  DIARIO AGUA C,VISORES NIVEL,,,,"0,0125",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,65937001,TANQUE  DIARIO AGUA CALDERAS,13340701,INSPECCION SEMANAL TANQUE  DIARIO AGUA C,"FUNC. VALVULAS, TUBERIAS",,,,"0,0125",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,65937001,TANQUE  DIARIO AGUA CALDERAS,13340701,INSPECCION SEMANAL TANQUE  DIARIO AGUA C,"ESCAPE FLUIDOS (CO2,ACPM,SODA,AMONIACO)",,,,"0,0125",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,65937001,TANQUE  DIARIO AGUA CALDERAS,13340701,INSPECCION SEMANAL TANQUE  DIARIO AGUA C,"FUNC. MOTOBOM TANQUE(SODA,ACPM)",,,,"0,0125",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,65937001,TANQUE  DIARIO AGUA CALDERAS,13340701,INSPECCION SEMANAL TANQUE  DIARIO AGUA C,INSTRUMENTOS MEDICION,,,,"0,0125",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,65937001,TANQUE  DIARIO AGUA CALDERAS,13340701,INSPECCION SEMANAL TANQUE  DIARIO AGUA C,ESTADO GRAL PINTURA,,,,"0,0125",,,,,,,
